index,B cells,CAFs,Cholangiocyte,Hepatocytes,Kupffer cells,LSEC,LVEC,LVECm,Myofibroblasts,Pericytes,Proliferation,SAMs,Stellate cells,T cells_far,T cells_tumor,TM1,cDC1,cDC2,Carcinoma
AMDHD2,4.75E-06,1.31E-05,1.55E-05,1.82E-06,2.78E-05,1.28E-05,1.41E-06,3.09E-06,0,1.01E-05,0,2.57E-05,1.15E-05,0,7.53E-05,1.01E-05,0,3.51E-06,0
FLYWCH2,0,7.51E-06,2.59E-06,1.22E-06,0,1.60E-05,4.22E-06,9.27E-06,6.21E-06,1.01E-05,4.84E-06,8.57E-06,7.66E-06,6.62E-06,0,5.76E-06,1.16E-05,3.51E-06,8.37E-06
ZG16B,0,0,2.33E-05,0,6.55E-06,3.21E-06,2.81E-06,3.09E-06,0,0,9.69E-06,2.57E-06,0,0,0,5.76E-06,0,3.51E-06,2.79E-06
ZNF75A,9.50E-06,1.50E-05,1.29E-05,6.08E-07,1.31E-05,6.41E-06,1.12E-05,2.16E-05,1.24E-05,1.01E-05,0,1.29E-05,1.15E-05,1.32E-05,1.51E-05,8.65E-06,1.16E-05,3.51E-06,1.67E-05
ADCY9,4.75E-06,1.88E-05,5.44E-05,1.34E-05,3.27E-06,6.41E-06,1.69E-05,6.18E-06,3.73E-05,3.02E-05,4.84E-06,3.43E-06,7.66E-06,0,0,0,1.16E-05,0,1.12E-05
SHANK2,0,0,4.66E-05,6.69E-06,3.27E-06,0,0,0,0,0,9.69E-06,2.57E-06,0,0,0,0,0,0,1.39E-05
NEU3,0,1.88E-06,0,0,6.55E-06,0,1.26E-05,1.24E-05,6.21E-06,1.01E-05,0,5.14E-06,0,0,0,1.44E-06,0,0,0
CYB561A3,9.50E-06,3.57E-05,2.07E-05,1.22E-05,3.44E-05,1.60E-05,1.97E-05,4.63E-05,1.86E-05,5.03E-05,4.84E-05,6.08E-05,2.68E-05,3.97E-05,1.51E-05,5.91E-05,8.14E-05,4.21E-05,1.39E-05
PPP1R32,0,0,0,1.82E-06,1.64E-06,0,4.22E-06,0,6.21E-06,0,0,8.57E-07,0,6.62E-06,0,0,0,0,0
ASRGL1,4.75E-06,0,1.29E-05,1.82E-06,9.82E-06,3.21E-06,6.32E-05,5.56E-05,0,0,4.36E-05,1.29E-05,0,0,0,1.87E-05,0,1.05E-05,2.79E-06
UBXN1,3.80E-05,0.000107042,0.000132046,4.44E-05,7.53E-05,8.01E-05,0.000130668,0.000105017,0.000105637,0.000181001,0.000101702,0.000107108,7.28E-05,7.28E-05,0.00016556,9.08E-05,0.000197615,8.42E-05,9.49E-05
TTC9C,2.38E-05,2.63E-05,1.04E-05,3.65E-06,1.31E-05,1.60E-05,9.84E-06,1.54E-05,1.24E-05,1.01E-05,9.69E-06,1.37E-05,7.66E-06,1.32E-05,7.53E-05,1.87E-05,0,2.45E-05,1.95E-05
TAF6L,0,0,7.77E-06,4.86E-06,6.55E-06,2.56E-05,1.41E-06,3.09E-06,0,0,0,4.28E-06,3.83E-06,0,0,0,0,0,2.79E-06
NXF1,2.38E-05,4.69E-05,6.21E-05,4.26E-06,3.93E-05,8.66E-05,5.62E-05,5.25E-05,0.000111851,7.04E-05,3.87E-05,6.00E-05,1.92E-05,7.94E-05,7.53E-05,7.06E-05,3.49E-05,6.66E-05,6.14E-05
STX5,7.60E-05,4.13E-05,3.11E-05,1.58E-05,3.77E-05,5.45E-05,2.53E-05,4.94E-05,3.11E-05,8.04E-05,4.84E-06,3.34E-05,4.21E-05,3.31E-05,3.01E-05,2.45E-05,2.32E-05,3.16E-05,4.18E-05
SLC25A45,1.43E-05,3.76E-06,2.59E-06,1.82E-06,9.82E-06,0,1.41E-06,0,6.21E-06,0,4.84E-06,1.20E-05,0,1.99E-05,1.51E-05,1.59E-05,2.32E-05,3.51E-06,8.37E-06
RPL29,0.000902857,0.000604694,0.000688709,0.00028632,0.00040597,0.000468013,0.000865498,0.000722767,0.000521973,0.000462558,0.00075066,0.000621229,0.000624574,0.00107872,0.0007977,0.000915009,0.001232186,0.000901296,0.000622123
ITIH3,4.75E-06,0,1.04E-05,0.000316108,3.27E-06,0,1.41E-06,3.09E-06,4.35E-05,0,0,0,3.45E-05,6.62E-06,0,2.88E-05,0,3.51E-06,5.58E-06
SYVN1,0.000294617,2.07E-05,3.62E-05,4.86E-05,2.78E-05,2.56E-05,1.83E-05,3.40E-05,4.35E-05,3.02E-05,2.42E-05,2.57E-05,6.51E-05,1.99E-05,1.51E-05,1.44E-05,3.49E-05,2.81E-05,4.46E-05
ZFPL1,1.43E-05,2.82E-05,2.07E-05,1.09E-05,8.18E-06,2.56E-05,1.26E-05,9.27E-06,3.11E-05,3.02E-05,2.42E-05,1.46E-05,1.92E-05,1.99E-05,0,7.20E-06,0,3.51E-06,1.67E-05
RPS6KA4,0,9.39E-06,5.18E-06,1.22E-06,1.15E-05,3.21E-06,2.81E-06,1.24E-05,3.73E-05,1.01E-05,4.36E-05,1.46E-05,1.15E-05,6.62E-06,1.51E-05,2.31E-05,0,1.40E-05,1.39E-05
LRP5,9.50E-06,1.31E-05,4.14E-05,2.25E-05,1.31E-05,5.13E-05,4.07E-05,3.40E-05,6.21E-06,2.01E-05,4.84E-06,2.57E-06,3.45E-05,6.62E-06,0,5.76E-06,0,3.51E-06,5.02E-05
CYP4A22,0,0,1.04E-05,0.000227962,0,0,0,0,6.21E-06,0,0,0,0,0,0,7.20E-06,0,3.51E-06,0
PDZK1IP1,0,1.50E-05,9.58E-05,2.43E-06,0,0,5.62E-06,6.18E-06,0,3.02E-05,4.84E-05,2.57E-06,7.66E-06,0,0,4.32E-06,0,1.05E-05,0.000119961
TAL1,0,1.88E-06,0,1.22E-06,0,7.69E-05,4.36E-05,4.94E-05,0,0,9.69E-06,8.57E-07,0,0,0,0,0,3.51E-06,0
CMPK1,0.000118797,9.39E-05,0.000152759,0.00014164,8.51E-05,9.30E-05,0.000118022,0.000120461,6.21E-05,0.000110612,0.000135603,0.000101967,0.000103457,0.000152212,0.000150509,0.000141214,0.000127868,4.91E-05,0.000220393
COA7,0,1.88E-06,1.81E-05,7.90E-06,2.46E-05,6.41E-06,1.69E-05,1.85E-05,1.24E-05,1.01E-05,0,1.37E-05,1.92E-05,6.62E-06,0,7.20E-06,0,1.40E-05,1.95E-05
ZYG11B,1.43E-05,2.25E-05,4.40E-05,1.34E-05,2.62E-05,3.21E-05,1.12E-05,3.40E-05,3.11E-05,4.02E-05,2.42E-05,2.06E-05,3.83E-05,3.31E-05,1.51E-05,8.65E-06,0,1.05E-05,1.95E-05
CZIB,2.38E-05,7.14E-05,5.18E-05,2.07E-05,2.29E-05,4.49E-05,8.15E-05,8.03E-05,3.73E-05,0.000120667,3.87E-05,3.34E-05,9.20E-05,4.63E-05,4.52E-05,2.74E-05,5.81E-05,1.40E-05,3.63E-05
MAGOH,9.50E-06,3.94E-05,5.70E-05,2.92E-05,2.78E-05,2.89E-05,5.06E-05,6.49E-05,7.46E-05,0,5.33E-05,2.91E-05,3.45E-05,3.97E-05,0,2.74E-05,5.81E-05,2.81E-05,6.14E-05
ACOT11,0,0,2.59E-06,0,1.15E-05,3.21E-06,2.81E-06,3.09E-06,0,0,4.84E-06,6.00E-06,0,0,0,0,0,3.51E-06,1.12E-05
USP24,9.50E-06,1.50E-05,4.40E-05,6.69E-06,4.42E-05,1.92E-05,3.79E-05,4.32E-05,1.86E-05,4.02E-05,3.39E-05,3.34E-05,3.83E-05,5.96E-05,3.01E-05,3.46E-05,1.16E-05,2.45E-05,5.86E-05
PLPP3,0.000323128,0.000311737,0.00015017,4.74E-05,0.00012441,0.000176306,0.000271171,0.000259455,0.000124279,0.00016089,0.000421338,0.000275911,0.000183924,0.000271335,0.000376274,0.000458225,0.000406854,0.000382262,0.00012833
NOL9,4.75E-06,1.69E-05,3.62E-05,7.29E-06,2.29E-05,6.41E-05,2.95E-05,1.85E-05,1.24E-05,1.01E-05,4.84E-06,1.37E-05,1.53E-05,1.32E-05,0,1.59E-05,2.32E-05,2.45E-05,2.23E-05
PRKAA2,0,5.63E-06,1.04E-05,6.08E-07,0,0,4.22E-06,3.09E-06,3.73E-05,1.01E-05,4.84E-06,8.57E-07,1.53E-05,0,0,0,0,0,2.79E-06
KLHL21,1.43E-05,1.31E-05,3.62E-05,6.69E-06,1.31E-05,9.62E-06,2.81E-06,1.24E-05,2.49E-05,2.01E-05,9.69E-06,2.23E-05,7.66E-06,6.62E-06,4.52E-05,1.30E-05,1.16E-05,2.10E-05,1.12E-05
ZSWIM5,0,3.76E-06,0,1.22E-06,0,3.21E-06,1.41E-06,3.09E-06,0,1.01E-05,0,0,0,0,0,2.88E-06,0,0,2.79E-06
GMEB1,4.75E-06,1.88E-05,2.07E-05,3.04E-06,3.27E-05,2.89E-05,1.55E-05,3.09E-05,2.49E-05,1.01E-05,4.84E-05,2.23E-05,2.30E-05,1.99E-05,0,2.59E-05,0,7.01E-06,2.51E-05
SELENON,9.50E-06,7.51E-05,1.29E-05,1.22E-06,3.77E-05,0.000118606,0.000134883,0.000132816,1.86E-05,5.03E-05,2.42E-05,3.00E-05,6.51E-05,1.99E-05,1.51E-05,2.31E-05,1.16E-05,1.75E-05,5.58E-05
AK4-1,0,3.76E-06,3.37E-05,9.24E-05,1.64E-06,0,1.83E-05,1.24E-05,5.59E-05,0,9.69E-06,9.43E-06,3.83E-06,6.62E-06,0,5.76E-06,0,7.01E-06,5.58E-06
JAK1,0.000109293,0.000140845,0.000132046,4.86E-05,0.000199711,0.00047763,0.000221995,0.00027181,0.000130493,0.000331835,0.000145289,0.000158521,0.000252895,0.000311042,0.000285968,0.000161387,0.000174366,0.000224447,0.000111592
RAVER2,1.43E-05,1.88E-06,3.62E-05,6.08E-07,1.64E-06,0,1.97E-05,3.09E-05,1.24E-05,0,2.91E-05,1.71E-06,0,0,0,4.32E-06,1.16E-05,0,3.07E-05
LZIC,0,2.07E-05,1.81E-05,9.12E-06,1.47E-05,6.41E-06,1.41E-05,1.24E-05,6.21E-06,2.01E-05,2.42E-05,1.80E-05,1.92E-05,1.32E-05,0,1.73E-05,0,2.10E-05,4.18E-05
RBP7,4.75E-06,1.69E-05,2.59E-06,4.26E-06,0.000193163,2.89E-05,5.20E-05,0.000336673,6.21E-06,2.01E-05,0,1.71E-05,0,6.62E-06,0,0,0,1.40E-05,2.79E-06
FBLIM1,1.43E-05,0.000112676,8.54E-05,0,8.18E-06,1.92E-05,5.48E-05,0.000126639,0.000124279,0.000140779,4.84E-06,6.00E-06,8.81E-05,0,0,1.44E-06,0,3.51E-06,6.42E-05
TMEM82,0,0,0,1.82E-05,0,0,0,0,0,0,0,0,0,0,0,1.44E-06,0,0,0
AKR7A3,4.75E-06,0,2.07E-05,0.000227962,1.64E-06,0,7.03E-06,6.18E-06,0,0,0,8.57E-07,3.83E-06,6.62E-06,0,8.65E-06,0,1.05E-05,8.37E-06
DHRS3,0,1.88E-05,5.96E-05,9.30E-05,0.000101492,6.73E-05,9.41E-05,0.000138994,1.86E-05,0,6.30E-05,9.94E-05,0.000114952,8.60E-05,3.01E-05,4.32E-05,1.16E-05,3.86E-05,0.00026224
LAPTM5,0.000156812,3.94E-05,2.33E-05,1.16E-05,0.002172265,0.000198745,0.000105377,0.00014826,3.11E-05,2.01E-05,0.000852362,0.002349532,2.30E-05,0.000694881,0.000602038,0.001417904,0.000604468,0.002286556,5.02E-05
SDC3,0,2.44E-05,5.18E-05,6.08E-06,0.000910158,8.33E-05,3.51E-05,3.40E-05,6.21E-06,2.01E-05,3.87E-05,0.000113963,5.36E-05,1.32E-05,1.51E-05,1.15E-05,1.16E-05,4.21E-05,5.58E-06
PEF1,2.38E-05,4.69E-05,3.88E-05,1.40E-05,3.60E-05,4.81E-05,6.60E-05,7.72E-05,3.73E-05,5.03E-05,1.45E-05,3.26E-05,4.98E-05,6.62E-06,3.01E-05,2.02E-05,1.16E-05,1.75E-05,5.30E-05
RBBP4,7.60E-05,7.14E-05,9.58E-05,2.80E-05,5.40E-05,8.33E-05,8.15E-05,7.72E-05,2.49E-05,0.000181001,9.69E-05,5.40E-05,6.51E-05,8.60E-05,4.52E-05,6.63E-05,5.81E-05,7.72E-05,0.000106012
KIAA1522,0,9.39E-06,0.000194185,3.65E-06,1.64E-06,0,1.41E-05,6.18E-06,1.86E-05,0,5.81E-05,6.85E-06,0,0,0,1.30E-05,1.16E-05,7.01E-06,9.76E-05
TMCO4,2.38E-05,9.39E-06,1.55E-05,7.90E-06,6.55E-06,6.41E-06,8.43E-06,3.09E-06,0,2.01E-05,9.69E-06,1.11E-05,7.66E-06,0,6.02E-05,1.59E-05,2.32E-05,3.51E-06,3.07E-05
CAMK2N1,0,7.89E-05,0.000157937,7.11E-05,3.27E-06,0,1.41E-05,6.18E-06,0.000118065,0.000382113,3.87E-05,2.57E-06,7.66E-05,6.62E-06,0,5.76E-06,0,0,0.000295718
ALPL,0,1.88E-06,0,1.52E-05,0,6.73E-05,0.000155958,7.41E-05,0,0,0,8.57E-07,1.92E-05,1.32E-05,1.51E-05,1.44E-06,0,0,0
MXRA8,0,0.000569013,0,6.08E-07,3.27E-06,0,9.84E-06,3.09E-06,7.46E-05,0.000341891,4.84E-06,4.28E-06,0.00041766,0,0,4.32E-06,0,3.51E-06,8.37E-06
FAAP20,4.75E-05,6.57E-05,5.70E-05,1.40E-05,2.46E-05,3.21E-05,4.64E-05,2.16E-05,3.73E-05,8.04E-05,2.91E-05,3.94E-05,5.36E-05,3.31E-05,6.02E-05,5.04E-05,6.97E-05,4.56E-05,4.18E-05
DIRAS3,0,7.51E-06,2.59E-06,7.90E-06,0,3.21E-06,1.41E-06,0,3.11E-05,1.01E-05,4.84E-06,0,0,0,0,0,0,0,0
NFIA,0,0.000122065,0.000139813,9.12E-05,5.73E-05,0.00019554,0.000276791,0.000108106,0.000167777,0.000100556,2.42E-05,2.23E-05,0.000356352,2.65E-05,0,1.01E-05,1.16E-05,1.40E-05,6.42E-05
MYSM1,4.75E-06,2.63E-05,2.07E-05,6.08E-07,1.31E-05,4.49E-05,2.53E-05,2.47E-05,2.49E-05,0,9.69E-06,2.66E-05,3.07E-05,3.97E-05,3.01E-05,2.59E-05,0,7.01E-06,3.91E-05
TM2D1,5.23E-05,3.38E-05,2.59E-05,1.03E-05,1.96E-05,2.89E-05,4.92E-05,3.71E-05,5.59E-05,1.01E-05,1.94E-05,2.31E-05,3.83E-05,6.62E-06,3.01E-05,5.76E-06,0,3.51E-06,5.30E-05
USP1,1.43E-05,3.38E-05,5.44E-05,9.12E-06,9.82E-06,4.17E-05,3.37E-05,2.47E-05,4.97E-05,5.03E-05,0.000159818,2.66E-05,2.68E-05,7.94E-05,9.03E-05,3.17E-05,5.81E-05,4.91E-05,6.70E-05
FUBP1,1.43E-05,5.07E-05,8.03E-05,7.29E-06,2.29E-05,5.77E-05,3.93E-05,5.56E-05,3.73E-05,3.02E-05,8.72E-05,2.74E-05,3.83E-05,7.28E-05,7.53E-05,2.45E-05,4.65E-05,3.51E-05,8.09E-05
NEXN,1.43E-05,0.00017277,2.59E-06,6.08E-07,9.82E-06,1.60E-05,9.84E-06,1.24E-05,0.000640038,0.000201112,1.45E-05,4.28E-06,0.000375511,0,1.51E-05,7.20E-06,0,1.40E-05,5.58E-06
DNAJB4,4.75E-05,8.64E-05,2.85E-05,3.65E-06,4.91E-06,1.92E-05,6.04E-05,4.02E-05,0.000173991,9.05E-05,0,2.48E-05,8.81E-05,1.32E-05,1.51E-05,1.01E-05,0,7.01E-06,5.58E-06
ADGRL4,0,7.51E-06,2.59E-06,1.82E-06,8.18E-06,0.00044878,0.000196704,0.000484933,6.21E-06,1.01E-05,9.69E-06,1.71E-06,0,1.32E-05,0,1.44E-06,0,3.51E-06,0
TYW3,1.43E-05,1.88E-05,4.66E-05,7.90E-06,1.80E-05,2.89E-05,3.79E-05,2.16E-05,3.73E-05,4.02E-05,3.87E-05,2.57E-05,7.66E-06,6.62E-06,4.52E-05,3.75E-05,1.16E-05,1.40E-05,1.67E-05
SNX7,0,2.25E-05,2.85E-05,6.69E-06,6.55E-06,1.92E-05,2.53E-05,6.18E-06,3.11E-05,2.01E-05,1.45E-05,6.85E-06,1.92E-05,0,0,1.44E-05,0,0,3.91E-05
FAM102B,0,2.63E-05,2.59E-05,6.08E-07,3.27E-05,1.28E-05,1.41E-05,6.18E-06,0,3.02E-05,1.94E-05,1.89E-05,1.92E-05,1.32E-05,0,4.18E-05,0,2.45E-05,1.39E-05
HENMT1,0,3.76E-06,5.18E-06,6.08E-07,6.55E-06,3.21E-06,4.22E-06,9.27E-06,0,1.01E-05,1.94E-05,5.14E-06,3.83E-06,3.31E-05,6.02E-05,4.32E-06,0,1.05E-05,8.37E-06
C1orf52,1.43E-05,1.88E-05,1.81E-05,3.65E-06,1.15E-05,2.89E-05,1.69E-05,3.40E-05,3.11E-05,5.03E-05,2.91E-05,1.46E-05,2.68E-05,2.65E-05,0,1.44E-05,0,2.81E-05,2.51E-05
GBP2,0,9.58E-05,4.14E-05,4.56E-05,0.000214444,8.66E-05,0.000106782,8.96E-05,0.000124279,0.000120667,7.26E-05,0.000153379,4.60E-05,9.27E-05,0.000361223,0.000115277,0,0.000175349,6.97E-05
ATXN7L2,4.75E-06,0,7.77E-06,0,3.27E-06,0,1.41E-06,6.18E-06,0,0,0,1.71E-06,7.66E-06,0,0,4.32E-06,0,7.01E-06,0
GBP4,9.50E-06,7.14E-05,1.29E-05,1.09E-05,0.000153876,0.000381463,0.000188274,9.88E-05,1.86E-05,0.000100556,3.39E-05,8.23E-05,6.90E-05,5.96E-05,7.53E-05,5.48E-05,1.16E-05,8.07E-05,2.79E-06
ZNF326,1.43E-05,9.39E-06,4.92E-05,6.69E-06,1.47E-05,3.85E-05,3.23E-05,5.56E-05,3.73E-05,0,1.45E-05,2.48E-05,1.15E-05,1.32E-05,3.01E-05,1.01E-05,1.16E-05,1.75E-05,5.02E-05
KCNT2,0,0,0,2.43E-06,1.64E-06,0,2.81E-06,0,0,1.01E-05,0,0,1.15E-05,0,0,0,0,0,0
AGL,3.80E-05,1.88E-05,2.33E-05,3.89E-05,1.47E-05,1.92E-05,1.69E-05,6.18E-06,3.11E-05,0,2.91E-05,9.43E-06,1.15E-05,3.31E-05,0,1.15E-05,3.49E-05,7.01E-06,2.79E-05
VCAM1,9.50E-06,8.45E-05,1.55E-05,6.08E-06,0.000712084,0.000102578,0.000181249,5.56E-05,6.21E-06,4.02E-05,0,4.11E-05,7.28E-05,1.32E-05,1.51E-05,4.32E-06,1.16E-05,7.01E-06,2.79E-06
EXTL2,0,3.94E-05,1.55E-05,3.04E-06,6.55E-06,9.62E-06,1.69E-05,9.27E-06,2.49E-05,1.01E-05,2.42E-05,9.43E-06,1.15E-05,0,0,0,0,0,5.58E-06
SLC30A7,2.85E-05,5.63E-05,1.81E-05,1.09E-05,2.95E-05,2.56E-05,3.09E-05,3.71E-05,1.24E-05,6.03E-05,4.36E-05,2.48E-05,3.83E-05,3.97E-05,0,1.30E-05,3.49E-05,1.05E-05,2.79E-05
ZNF281,1.43E-05,8.83E-05,6.21E-05,2.07E-05,2.46E-05,6.09E-05,6.74E-05,4.32E-05,1.24E-05,5.03E-05,2.42E-05,3.86E-05,7.66E-05,1.32E-05,0.000150509,1.15E-05,1.16E-05,4.21E-05,2.51E-05
ARPC5,9.98E-05,0.000180281,0.000160526,4.26E-05,0.000293018,0.000173101,0.000154553,0.000213123,0.000149135,0.000201112,0.000222776,0.000349602,0.000149438,0.000132358,0.000301019,0.000301161,0.000151117,0.000312122,0.000156228
NLRP3,4.75E-06,3.76E-06,0,6.08E-07,3.11E-05,3.21E-06,2.81E-06,3.09E-06,6.21E-06,1.01E-05,6.78E-05,7.03E-05,3.83E-06,6.62E-06,1.51E-05,0.000185884,1.16E-05,0.000199898,0
ZNF496,9.50E-06,1.88E-05,5.18E-06,6.08E-07,6.55E-06,2.89E-05,1.83E-05,9.27E-06,1.86E-05,2.01E-05,4.84E-06,9.43E-06,7.66E-06,0,0,4.32E-06,3.49E-05,2.10E-05,5.58E-06
IGSF8,4.28E-05,2.25E-05,2.33E-05,1.22E-05,4.91E-06,0,1.55E-05,6.18E-06,4.35E-05,1.01E-05,2.42E-05,1.46E-05,1.53E-05,1.32E-05,0,4.32E-06,1.16E-05,3.51E-06,6.42E-05
DDR2,4.75E-06,0.000129577,0,6.08E-07,3.27E-06,4.17E-05,6.18E-05,3.09E-05,0.000105637,0.000120667,0,1.71E-06,0.000122616,0,1.51E-05,2.88E-06,0,0,2.79E-06
PEA15,3.80E-05,0.000244131,9.06E-05,7.29E-06,0.000145691,0.000278885,0.000279601,0.000315052,0.000192633,0.000271501,0.000164661,0.000311043,0.000199251,7.28E-05,6.02E-05,0.000350153,3.49E-05,0.000168335,6.42E-05
NCSTN,9.98E-05,5.07E-05,5.18E-05,1.16E-05,5.73E-05,6.09E-05,3.09E-05,7.41E-05,1.86E-05,6.03E-05,4.84E-05,7.28E-05,5.75E-05,1.99E-05,3.01E-05,3.89E-05,6.97E-05,5.26E-05,5.58E-05
SLAMF6,4.28E-05,0,2.59E-06,0,1.47E-05,9.62E-06,0,0,0,0,4.84E-06,2.57E-06,0,0.000178684,0.000120408,5.76E-06,1.16E-05,0,0
OLFML2B,0,6.57E-05,0,0,1.64E-05,0,1.41E-06,0,5.59E-05,0.000150834,9.69E-06,4.37E-05,0.00011112,0,0,1.73E-05,0,1.40E-05,5.58E-06
FCGR3B,0,0,0,6.08E-07,0.000240635,6.41E-06,0,0,0,0,2.91E-05,0.000137956,0,1.32E-05,0,3.46E-05,0,9.82E-05,0
KLHDC9,4.75E-06,0,7.77E-06,3.04E-06,0,0,2.81E-06,6.18E-06,0,0,4.84E-06,0,0,0,0,0,0,0,8.37E-06
C1orf74,0,0,0,3.65E-06,1.64E-06,0,0,0,0,0,4.84E-06,1.71E-06,0,6.62E-06,1.51E-05,0,0,0,0
ATF3,0.000156812,0.000298591,0.000308107,1.70E-05,0.00015715,0.000134634,0.000122238,0.00014826,0.000354196,0.000211168,0.000188876,0.0003556,0.000314203,6.62E-05,0.000105357,0.000341507,8.14E-05,0.000312122,9.49E-05
RBM15,1.43E-05,7.51E-06,7.77E-06,6.08E-06,4.91E-06,1.28E-05,8.43E-06,6.18E-06,0,2.01E-05,3.87E-05,3.43E-06,1.53E-05,1.32E-05,0,1.01E-05,0,1.05E-05,1.12E-05
DENND2D,2.38E-05,0,1.29E-05,6.08E-06,4.58E-05,1.60E-05,1.12E-05,9.27E-06,0,0,6.78E-05,2.57E-05,1.15E-05,0.000138976,1.51E-05,1.30E-05,1.16E-05,1.40E-05,5.86E-05
IER5,0.000109293,5.63E-05,5.18E-05,2.43E-06,0.000155513,5.77E-05,5.48E-05,8.96E-05,4.97E-05,0.000110612,0.000150132,0.000247635,6.51E-05,0.000231627,0.000135459,0.000278105,0.000360356,0.000192884,5.86E-05
SNED1,0,2.44E-05,0,2.43E-06,0,8.66E-05,3.65E-05,6.18E-05,6.21E-06,0,0,1.71E-06,5.75E-05,0,0,0,0,0,0
BPNT1,0,5.63E-06,7.77E-06,1.16E-05,4.91E-06,1.28E-05,1.41E-05,1.85E-05,6.21E-06,5.03E-05,9.69E-06,1.11E-05,3.83E-06,1.99E-05,0,7.20E-06,2.32E-05,3.51E-06,2.79E-05
C1orf115,0,1.88E-06,2.33E-05,6.93E-05,8.18E-06,3.21E-05,7.03E-05,6.18E-05,6.21E-06,0,4.84E-06,8.57E-07,0,0,0,4.32E-06,2.32E-05,0,4.46E-05
BROX,9.50E-06,5.82E-05,2.85E-05,1.40E-05,3.77E-05,3.85E-05,2.53E-05,2.47E-05,5.59E-05,2.01E-05,5.81E-05,6.26E-05,3.07E-05,1.99E-05,1.51E-05,5.48E-05,5.81E-05,5.26E-05,6.14E-05
NBPF20,9.50E-06,3.57E-05,4.92E-05,9.12E-06,3.44E-05,2.24E-05,2.95E-05,1.24E-05,1.24E-05,1.01E-05,1.94E-05,3.60E-05,2.30E-05,1.99E-05,0,3.75E-05,3.49E-05,7.36E-05,2.79E-05
ACP6,0,1.88E-06,7.77E-06,6.08E-06,0,0,2.81E-06,6.18E-06,1.86E-05,1.01E-05,0,3.43E-06,3.83E-06,5.96E-05,0,5.76E-06,1.16E-05,0,5.58E-06
TFB2M,0,1.13E-05,2.33E-05,1.95E-05,6.55E-06,2.89E-05,1.83E-05,3.09E-05,6.21E-06,1.01E-05,2.42E-05,1.03E-05,1.15E-05,6.62E-06,0,7.20E-06,0,3.51E-06,1.39E-05
CNST,1.90E-05,2.82E-05,2.33E-05,1.70E-05,1.15E-05,9.94E-05,3.65E-05,1.54E-05,1.86E-05,6.03E-05,0,1.63E-05,1.92E-05,1.99E-05,6.02E-05,1.30E-05,1.16E-05,1.40E-05,3.35E-05
PPP1R21,1.43E-05,1.13E-05,1.55E-05,3.04E-06,1.64E-05,1.92E-05,1.41E-05,2.47E-05,3.11E-05,1.01E-05,9.69E-06,2.48E-05,1.15E-05,2.65E-05,0,1.44E-05,1.16E-05,3.51E-06,2.23E-05
OXER1,0,1.88E-06,0,1.03E-05,1.64E-06,0,0,0,0,0,0,0,0,0,0,4.32E-06,0,0,0
HAAO,0,1.88E-05,1.81E-05,0.000175075,1.15E-05,9.62E-06,0,0,1.86E-05,7.04E-05,1.45E-05,9.43E-06,3.83E-06,0,0,1.30E-05,0,1.40E-05,0
MAPKAPK2,0.000109293,9.39E-05,7.51E-05,2.01E-05,8.51E-05,6.09E-05,5.76E-05,5.25E-05,0.000192633,0.000120667,3.39E-05,5.91E-05,3.07E-05,9.93E-05,7.53E-05,7.35E-05,1.16E-05,9.12E-05,3.91E-05
FCMR,1.43E-05,3.76E-06,2.59E-06,0,1.64E-06,3.21E-05,2.81E-06,0,1.86E-05,0,2.42E-05,6.85E-06,0,0.000178684,0.000150509,1.01E-05,0,7.01E-06,2.79E-06
PIGR,0,0,0.000165704,2.61E-05,0,0,0,3.09E-06,0,0,1.94E-05,0,0,0,0,4.32E-06,0,0,3.07E-05
CAPN2,7.60E-05,0.000210328,0.000214898,2.13E-05,1.47E-05,6.41E-05,0.000108187,0.000250188,9.94E-05,0.000191057,9.20E-05,4.97E-05,0.000149438,0.00012574,0.000105357,5.76E-05,6.97E-05,9.12E-05,0.000292928
MRPL55,5.23E-05,3.19E-05,3.62E-05,3.34E-05,3.60E-05,1.28E-05,4.07E-05,1.85E-05,2.49E-05,6.03E-05,2.91E-05,2.91E-05,3.45E-05,5.96E-05,7.53E-05,3.03E-05,4.65E-05,1.40E-05,3.07E-05
WDR26,5.23E-05,9.58E-05,7.25E-05,1.22E-05,7.53E-05,7.37E-05,6.74E-05,8.65E-05,9.94E-05,0.000150834,7.26E-05,6.68E-05,8.05E-05,0.000145594,4.52E-05,6.20E-05,0,0.000126252,8.09E-05
REL,1.90E-05,1.50E-05,7.77E-05,3.65E-06,0.000224266,5.77E-05,5.06E-05,2.47E-05,5.59E-05,5.03E-05,0.00013076,0.000239923,6.51E-05,0.000251481,0.000391325,0.000501454,0.000313859,0.000343685,3.63E-05
PUS10,4.75E-06,5.63E-06,2.59E-06,1.82E-06,0,3.21E-06,5.62E-06,6.18E-06,6.21E-06,0,9.69E-06,8.57E-07,7.66E-06,0,0,1.44E-06,2.32E-05,0,0
PEX13,2.38E-05,1.50E-05,2.59E-05,1.22E-05,9.82E-06,9.62E-06,4.22E-06,6.18E-06,1.86E-05,1.01E-05,4.84E-06,1.80E-05,1.15E-05,2.65E-05,1.51E-05,1.30E-05,0,1.05E-05,2.51E-05
